Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	mix_1 Spectral Count	mix_2 Spectral Count	mix_3 Spectral Count	mix_1 Unique Spectral Count	mix_2 Unique Spectral Count	mix_3 Unique Spectral Count	mix_1 Total Spectral Count	mix_2 Total Spectral Count	mix_3 Total Spectral Count	mix_1 Intensity	mix_2 Intensity	mix_3 Intensity	mix_1 Unique Intensity	mix_2 Unique Intensity	mix_3 Unique Intensity	mix_1 Total Intensity	mix_2 Total Intensity	mix_3 Total Intensity	Indistinguishable Proteins
sp|Q9Y6C2|EMIL1_HUMAN	Q9Y6C2	EMIL1_HUMAN	EMILIN1	1016	25.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	EMILIN-1 	1.0000	0.9990	17	33	33	33	10	4	19	10	4	19	10	4	19	13260669	4890134	39457452	13260669	4890134	39457452	13260669	4890134	39457452		
sp|Q9Y6C9|MTCH2_HUMAN	Q9Y6C9	MTCH2_HUMAN	MTCH2	303	48.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitochondrial carrier homolog 2 	1.0000	0.9990	12	27	27	27	8	13	6	8	13	6	8	13	6	26160627	21564416	15229648	26160627	21564416	15229648	26160627	21564416	15229648		
sp|Q9Y6D9|MD1L1_HUMAN	Q9Y6D9	MD1L1_HUMAN	MAD1L1	718	8.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitotic spindle assembly checkpoint protein MAD1 	1.0000	0.9990	6	6	6	6	5	0	1	5	0	1	5	0	1	5040263	     0	1212921	5040263	     0	1212921	5040263	     0	1212921		
sp|Q9Y6E2|BZW2_HUMAN	Q9Y6E2	BZW2_HUMAN	BZW2	419	15.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Basic leucine zipper and W2 domain-containing protein 2 	1.0000	0.9990	6	6	6	6	6	0	0	6	0	0	6	0	0	17453766	     0	     0	17453766	     0	     0	17453766	     0	     0		
sp|Q9Y6F6|IRAG1_HUMAN	Q9Y6F6	IRAG1_HUMAN	IRAG1	904	7.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Inositol 1,4,5-triphosphate receptor associated 1 	1.0000	0.9990	6	6	6	6	3	3	0	3	3	0	3	3	0	4947908	2809666	     0	4947908	2809666	     0	4947908	2809666	     0		
sp|Q9Y6G9|DC1L1_HUMAN	Q9Y6G9	DC1L1_HUMAN	DYNC1LI1	523	43.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytoplasmic dynein 1 light intermediate chain 1 	1.0000	0.9990	18	34	34	36	16	15	3	16	15	3	18	15	3	38538896	33020384	6561938	38538896	33020384	6561938	38538896	33020384	6561938		
sp|Q9Y6I9|TX264_HUMAN	Q9Y6I9	TX264_HUMAN	TEX264	313	19.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Testis-expressed protein 264 	1.0000	0.9990	4	5	5	5	2	1	2	2	1	2	2	1	2	1632954	972545	3462297	1632954	972545	3462297	1632954	972545	3462297		
sp|Q9Y6K5|OAS3_HUMAN	Q9Y6K5	OAS3_HUMAN	OAS3	1087	3.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	2'-5'-oligoadenylate synthase 3 	1.0000	0.9990	4	5	5	5	4	1	0	4	1	0	4	1	0	3577949	875730	     0	3577949	875730	     0	3577949	875730	     0		
sp|Q9Y6K8|KAD5_HUMAN	Q9Y6K8	KAD5_HUMAN	AK5	562	27.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Adenylate kinase isoenzyme 5 	1.0000	0.9990	14	26	26	37	9	15	2	9	15	2	12	18	7	13204948	9704703	1575519	13204948	9704703	1575519	38823233	43510510	31144917		
sp|Q9Y6M5|ZNT1_HUMAN	Q9Y6M5	ZNT1_HUMAN	SLC30A1	507	8.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Zinc transporter 1 	1.0000	0.9990	3	3	3	3	3	0	0	3	0	0	3	0	0	2137166	     0	     0	2137166	     0	     0	2137166	     0	     0		
sp|Q9Y6M9|NDUB9_HUMAN	Q9Y6M9	NDUB9_HUMAN	NDUFB9	179	49.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 	1.0000	0.9990	9	17	17	17	7	8	2	7	8	2	7	8	2	16503909	22861663	2187006	16503909	22861663	2187006	16503909	22861663	2187006		
sp|Q9Y6N5|SQOR_HUMAN	Q9Y6N5	SQOR_HUMAN	SQOR	450	30.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sulfide:quinone oxidoreductase, mitochondrial 	1.0000	0.9990	11	13	13	13	11	2	0	11	2	0	11	2	0	12016031	2200509	     0	12016031	2200509	     0	12016031	2200509	     0		
sp|Q9Y6N7|ROBO1_HUMAN	Q9Y6N7	ROBO1_HUMAN	ROBO1	1651	3.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Roundabout homolog 1 	1.0000	0.9990	6	6	5	6	6	0	0	5	0	0	6	0	0	9181089	     0	     0	3598013	     0	     0	9181089	     0	     0		
sp|Q9Y6R0|NUMBL_HUMAN	Q9Y6R0	NUMBL_HUMAN	NUMBL	609	6.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Numb-like protein 	1.0000	0.9990	3	3	3	3	1	2	0	1	2	0	1	2	0	1277729	6215605	     0	1277729	6215605	     0	1277729	6215605	     0		
sp|Q9Y6R1|S4A4_HUMAN	Q9Y6R1	S4A4_HUMAN	SLC4A4	1079	19.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Electrogenic sodium bicarbonate cotransporter 1 	1.0000	0.9990	16	40	38	40	17	14	9	17	13	8	17	14	9	85545395	51278386	39107182	85545395	48932181	37692836	85545395	51278386	39107182		
sp|Q9Y6R7|FCGBP_HUMAN	Q9Y6R7	FCGBP_HUMAN	FCGBP	5405	19.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	IgGFc-binding protein 	1.0000	0.9990	46	81	81	81	48	16	17	48	16	17	48	16	17	49232032	16759547	23047944	49232032	16759547	23047944	49232032	16759547	23047944		
sp|Q9Y6V0|PCLO_HUMAN	Q9Y6V0	PCLO_HUMAN	PCLO	5142	3.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein piccolo 	1.0000	0.9990	12	12	12	13	4	8	0	4	8	0	4	9	0	9185633	24656106	     0	9185633	24656106	     0	9185633	26239004	     0		
sp|Q9Y6W5|WASF2_HUMAN	Q9Y6W5	WASF2_HUMAN	WASF2	498	32.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Wiskott-Aldrich syndrome protein family member 2 	1.0000	0.9990	15	40	39	40	16	10	14	15	10	14	16	10	14	60665929	19275138	23933604	60665929	19275138	23933604	60665929	19275138	23933604		
sp|Q9Y6X4|F169A_HUMAN	Q9Y6X4	F169A_HUMAN	FAM169A	670	12.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Soluble lamin-associated protein of 75 kDa 	1.0000	0.9990	5	8	8	8	3	3	2	3	3	2	3	3	2	3698327	4423412	1230423	3698327	4423412	1230423	3698327	4423412	1230423		
sp|Q9Y6X5|ENPP4_HUMAN	Q9Y6X5	ENPP4_HUMAN	ENPP4	453	7.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Bis(5'-adenosyl)-triphosphatase ENPP4 	1.0000	0.9990	4	7	7	7	1	3	3	1	3	3	1	3	3	10573096	10941279	6062008	10573096	10941279	6062008	10573096	10941279	6062008		
sp|Q9Y6Y8|S23IP_HUMAN	Q9Y6Y8	S23IP_HUMAN	SEC23IP	1000	4.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	SEC23-interacting protein 	1.0000	0.9990	5	12	12	12	5	5	2	5	5	2	5	5	2	11984114	5927275	4666354	11984114	5927275	4666354	11984114	5927275	4666354		
tr|B3KNS4|B3KNS4_HUMAN	B3KNS4	B3KNS4_HUMAN	ERVK3-1	109	39.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Endogenous retrovirus group K3 member 1 	1.0000	0.9990	4	8	8	8	2	1	5	2	1	5	2	1	5	8181930	1315623	9288118	8181930	1315623	9288118	8181930	1315623	9288118		
sp|A0A075B6S2|KVD29_HUMAN	A0A075B6S2	KVD29_HUMAN	IGKV2D-29	120	16.70	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin kappa variable 2D-29 	0.9985	0.9990	4	2	0	21	2	0	0	0	0	0	6	6	9	1303270	     0	     0	     0	     0	     0	26731130	25552072	25161836	sp|A0A0A0MRZ7|KVD26_HUMAN, sp|A2NJV5|KV229_HUMAN	
sp|A0A075B6P5|KV228_HUMAN	A0A075B6P5	KV228_HUMAN	IGKV2-28	120	38.30	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin kappa variable 2-28 	1.0000	0.9990	9	5	0	32	2	3	0	0	0	0	10	11	11	31892276	1410488	     0	     0	     0	     0	92835388	160018170	227045644	sp|P01615|KVD28_HUMAN	
sp|P06310|KV230_HUMAN	P06310	KV230_HUMAN	IGKV2-30	120	39.20	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin kappa variable 2-30 	1.0000	0.9990	6	8	1	27	4	1	3	1	0	0	8	7	12	54634656	3984966	2122893	575825	     0	     0	79486691	28385216	27284730		
sp|A0A087WW87|KV240_HUMAN	A0A087WW87	KV240_HUMAN	IGKV2-40	121	49.60	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin kappa variable 2-40 	1.0000	0.9990	10	34	0	34	15	8	11	0	0	0	15	8	11	88643704	160018170	227045644	     0	     0	     0	88643704	160018170	227045644	sp|P01614|KVD40_HUMAN	
sp|A0A0A0MT36|KVD21_HUMAN	A0A0A0MT36	KVD21_HUMAN	IGKV6D-21	114	30.70	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin kappa variable 6D-21 	1.0000	0.9990	3	3	0	3	3	0	0	0	0	0	3	0	0	7530084	     0	     0	     0	     0	     0	7530084	     0	     0		
sp|A0A0C4DH41|HV461_HUMAN	A0A0C4DH41	HV461_HUMAN	IGHV4-61	118	41.40	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin heavy variable 4-61 	1.0000	0.9990	6	11	0	12	7	1	3	0	0	0	7	1	4	41694218	8354140	6396163	     0	     0	     0	41694218	8354140	6396163	sp|P01825|HV459_HUMAN	
sp|A0A0C4DH34|HV428_HUMAN	A0A0C4DH34	HV428_HUMAN	IGHV4-28	117	35.90	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin heavy variable 4-28 	1.0000	0.9990	4	7	6	8	4	1	2	3	1	2	4	1	3	13379955	2281558	3151441	8918088	2281558	3151441	13379955	2281558	3151441		
sp|A0A0C4DH30|HV316_HUMAN	A0A0C4DH30	HV316_HUMAN	IGHV3-16	117	30.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable non-functional immunoglobulin heavy variable 3-16 	0.9704	0.9854	6	3	3	33	1	1	1	1	1	1	11	11	11	1501438	3726833	7770753	1501438	3726833	7770753	52737642	39233828	47231669		
sp|P01780|HV307_HUMAN	P01780	HV307_HUMAN	IGHV3-7	117	57.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-7 	1.0000	0.9990	10	14	9	47	6	4	4	2	3	4	18	15	14	15378961	2005273	22423735	12066052	2005273	22423735	73081245	36700435	57855566		
sp|P01768|HV330_HUMAN	P01768	HV330_HUMAN	IGHV3-30	117	42.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-30 	1.0000	0.9990	6	7	0	27	3	3	1	0	0	0	10	11	6	32255762	8725326	4037987	     0	     0	     0	52251124	16561840	23862190	sp|P0DP03|HVC05_HUMAN	
sp|A0A0C4DH38|HV551_HUMAN	A0A0C4DH38	HV551_HUMAN	IGHV5-51	117	46.20	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin heavy variable 5-51 	1.0000	0.9990	5	23	8	23	3	9	11	1	4	3	3	9	11	33881641	36095918	48894390	1911969	6213199	2427514	33881641	36095918	48894390		
tr|S4R460|S4R460_HUMAN	S4R460	S4R460_HUMAN	IGHV3OR16-9	96	54.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3/OR16-9 (non-functional) 	1.0000	0.9990	9	4	4	16	0	1	3	0	1	3	8	3	5	     0	1103987	4624635	     0	1103987	4624635	10524361	2297427	22429429		
sp|A0A0B4J1V0|HV315_HUMAN	A0A0B4J1V0	HV315_HUMAN	IGHV3-15	119	50.40	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin heavy variable 3-15 	1.0000	0.9990	8	14	4	19	5	3	6	3	0	1	8	4	7	49471826	11918019	15671824	4808636	     0	1303303	137536549	18868064	23479192		
sp|A0A0A0MS15|HV349_HUMAN	A0A0A0MS15	HV349_HUMAN	IGHV3-49	119	39.50	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin heavy variable 3-49 	1.0000	0.9990	4	5	4	21	3	1	1	2	1	1	6	7	8	5648970	1434394	6258968	4080157	1434394	6258968	48569325	17062597	22459396		
sp|P01782|HV309_HUMAN	P01782	HV309_HUMAN	IGHV3-9	118	39.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-9 	1.0000	0.9990	5	18	0	24	5	6	7	0	0	0	10	7	7	47828842	15628202	16200429	     0	     0	     0	48550428	15628202	16200429		
sp|P01742|HV169_HUMAN	P01742	HV169_HUMAN	IGHV1-69	117	42.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy variable 1-69 	1.0000	0.9990	5	9	3	12	5	2	2	1	1	1	5	4	3	33296802	159287286	225375216	14102026	10361590	14011088	33296802	163341202	230984426		
sp|A0A0B4J1V6|HV373_HUMAN	A0A0B4J1V6	HV373_HUMAN	IGHV3-73	119	37.80	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin heavy variable 3-73 	0.9999	0.9990	4	3	3	7	2	1	0	2	1	0	5	1	1	2296236	2032902	     0	2296236	2032902	     0	87760148	2032902	7807368		
sp|A0A0C4DH42|HV366_HUMAN	A0A0C4DH42	HV366_HUMAN	IGHV3-66	116	53.40	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin heavy variable 3-66 	1.0000	0.9990	9	25	20	48	11	7	7	9	5	6	20	16	12	56664524	16141048	21278546	48708189	13619066	17312038	79626520	21951095	34733974		
tr|A0A075B7B8|A0A075B7B8_HUMAN	A0A075B7B8	A0A075B7B8_HUMAN	IGHV3OR16-12	117	30.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3/OR16-12 (non-functional) (Fragment) 	0.9999	0.9990	6	2	2	20	2	0	0	2	0	0	9	7	4	11393553	     0	     0	11393553	     0	     0	35825574	9328279	4009936		
sp|P01762|HV311_HUMAN	P01762	HV311_HUMAN	IGHV3-11	117	59.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-11 	0.9979	0.9863	8	1	1	14	1	0	0	1	0	0	11	2	1	590477	     0	     0	590477	     0	     0	30031207	950104	1607669		
sp|A0A0B4J1Y9|HV372_HUMAN	A0A0B4J1Y9	HV372_HUMAN	IGHV3-72	119	46.20	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin heavy variable 3-72 	0.9998	0.9990	8	4	2	35	3	0	1	2	0	0	13	11	11	86474994	     0	7807368	2002810	     0	     0	135274546	36700435	47268284		
sp|P01766|HV313_HUMAN	P01766	HV313_HUMAN	IGHV3-13	116	44.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-13 	0.9997	0.9989	8	1	1	36	1	0	0	1	0	0	15	11	10	1237900	     0	     0	1237900	     0	     0	54115271	36700435	45531017		
sp|A0A0B4J1X5|HV374_HUMAN	A0A0B4J1X5	HV374_HUMAN	IGHV3-74	117	49.60	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin heavy variable 3-74 	0.9987	0.9990	9	6	0	51	3	2	1	0	0	0	18	19	14	79739764	6180171	30157856	     0	     0	     0	122817936	42457040	69618772		
sp|A0A0C4DH35|HV335_HUMAN	A0A0C4DH35	HV335_HUMAN	IGHV3-35	117	34.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable non-functional immunoglobulin heavy variable 3-35 	0.9982	0.9990	6	1	1	31	1	0	0	1	0	0	11	10	10	2865710	     0	     0	2865710	     0	     0	53668072	36700435	45531017		
tr|A0A075B7F1|A0A075B7F1_HUMAN	A0A075B7F1	A0A075B7F1_HUMAN	IGHV3OR16-8	116	0.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3/OR16-8 (non-functional) (Fragment) 	0.0108	0.9875	6	2	0	32	1	0	1	0	0	0	11	10	11	5680846	     0	1607669	     0	     0	     0	56483208	36700435	45531017		
sp|A0A0C4DH33|HV124_HUMAN	A0A0C4DH33	HV124_HUMAN	IGHV1-24	117	30.80	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin heavy variable 1-24 	0.9977	0.9990	3	2	2	9	1	1	0	1	1	0	2	4	3	511395	207178	     0	511395	207178	     0	511395	5116029	5609210		
tr|A0A075B7D0|A0A075B7D0_HUMAN	A0A075B7D0	A0A075B7D0_HUMAN	IGHV1OR15-1	117	23.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy variable 1/OR15-1 (non-functional) (Fragment) 	0.9977	0.9990	3	2	2	9	0	0	2	0	0	2	1	3	5	     0	     0	3855094	     0	     0	3855094	     0	4908851	9464304		
sp|A0A0A0MS14|HV145_HUMAN	A0A0A0MS14	HV145_HUMAN	IGHV1-45	117	17.10	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin heavy variable 1-45 	0.9863	0.9987	2	1	1	4	1	0	0	1	0	0	1	2	1	852387	     0	     0	852387	     0	     0	852387	4908851	5609210		
sp|A0A0J9YXX1|HV5X1_HUMAN	A0A0J9YXX1	HV5X1_HUMAN	IGHV5-10-1	117	31.60	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin heavy variable 5-10-1 	1.0000	0.9912	5	4	4	19	2	1	1	2	1	1	4	6	9	180906212	10811579	21912490	180906212	10811579	21912490	207973262	42853580	65197670		
sp|P01764|HV323_HUMAN	P01764	HV323_HUMAN	IGHV3-23	117	0.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-23 	0.0292	0.9990	10	49	0	56	16	18	15	0	0	0	19	21	16	77246586	42457040	56882852	     0	     0	     0	80825338	42457040	56882852		
sp|A0A0C4DH31|HV118_HUMAN	A0A0C4DH31	HV118_HUMAN	IGHV1-18	117	37.60	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin heavy variable 1-18 	1.0000	0.9990	4	3	1	10	2	1	0	1	0	0	3	4	3	6155602	1325643	     0	1512344	     0	     0	6155602	6234494	5609210		
sp|A6NI72|NCF1B_HUMAN	A6NI72	NCF1B_HUMAN	NCF1B	391	34.90	Homo sapiens OX=9606	5:Protein uncertain	Putative neutrophil cytosol factor 1B 	1.0000	0.9990	11	12	0	12	9	0	3	0	0	0	9	0	3	10417008	     0	11433183	     0	     0	     0	10417008	     0	11433183	sp|P14598|NCF1_HUMAN	
sp|B9A064|IGLL5_HUMAN	B9A064	IGLL5_HUMAN	IGLL5	214	53.70	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Immunoglobulin lambda-like polypeptide 5 	1.0000	0.9990	27	78	10	254	24	23	31	2	2	6	63	100	91	1206638912	833827856	719272376	328180460	238017820	344385012	1623933792	833827856	719272376		
sp|P0DOY2|IGLC2_HUMAN	P0DOY2	IGLC2_HUMAN	IGLC2	106	93.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin lambda constant 2 	1.0000	0.9990	28	319	0	319	70	124	125	0	0	0	70	124	125	2390873696	1110476272	1591812128	     0	     0	     0	2390873696	1110476272	1591812128	sp|P0DOY3|IGLC3_HUMAN	
sp|A0M8Q6|IGLC7_HUMAN	A0M8Q6	IGLC7_HUMAN	IGLC7	106	67.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin lambda constant 7 	1.0000	0.9989	14	4	4	245	2	1	1	2	1	1	44	99	102	14725545	8506127	5641378	14725545	8506127	5641378	860779432	440264696	435580672		
sp|Q9NQA3|WASH6_HUMAN	Q9NQA3	WASH6_HUMAN	WASH6P	447	24.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	WAS protein family homolog 6 	1.0000	0.9990	9	5	3	20	0	0	5	0	0	3	6	4	10	     0	     0	2211376	     0	     0	489349	29743954	17782374	72570409		
sp|C4AMC7|WASH3_HUMAN	C4AMC7	WASH3_HUMAN	WASH3P	463	24.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Putative WAS protein family homolog 3 	1.0000	0.9990	10	20	0	20	10	4	6	0	0	0	10	4	6	29743954	17782374	72570409	     0	     0	     0	29743954	17782374	72570409	sp|Q6VEQ5|WASH2_HUMAN	
sp|E9PAV3|NACAM_HUMAN	E9PAV3	NACAM_HUMAN	NACA	2078	3.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nascent polypeptide-associated complex subunit alpha, muscle-specific form 	1.0000	0.9990	5	35	33	35	10	14	11	9	13	11	10	14	11	149494914	32956165	10728594	47221052	16734965	10728594	149494914	32956165	10728594		
sp|Q9BZK3|NACP4_HUMAN	Q9BZK3	NACP4_HUMAN	NACA4P	213	10.30	Homo sapiens OX=9606	5:Protein uncertain	Putative nascent polypeptide-associated complex subunit alpha-like protein 	0.9915	0.9990	2	1	1	3	0	1	0	0	1	0	1	2	0	     0	552878	     0	     0	552878	     0	111300752	19256466	     0		
sp|O00139|KIF2A_HUMAN	O00139	KIF2A_HUMAN	KIF2A	706	25.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Kinesin-like protein KIF2A 	1.0000	0.9990	19	32	22	32	13	14	5	10	8	4	13	14	5	68649434	41437006	15484594	33358513	30227530	10627164	68649434	41437006	15484594		
sp|O00154|BACH_HUMAN	O00154	BACH_HUMAN	ACOT7	380	54.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytosolic acyl coenzyme A thioester hydrolase 	1.0000	0.9990	24	72	69	72	24	31	17	22	30	17	24	31	17	392007118	86403510	40251035	392007118	43767885	40251035	392007118	86403510	40251035		
sp|O43795|MYO1B_HUMAN	O43795	MYO1B_HUMAN	MYO1B	1136	6.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Unconventional myosin-Ib 	1.0000	0.9990	8	12	11	13	7	2	3	6	2	3	8	2	3	6510611	2288092	2574802	6510611	2288092	2574802	6510611	2288092	2574802		
sp|O00159|MYO1C_HUMAN	O00159	MYO1C_HUMAN	MYO1C	1063	11.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Unconventional myosin-Ic 	1.0000	0.9990	11	12	12	13	8	2	2	8	2	2	9	2	2	5683559	25501372	10487394	5683559	25501372	10487394	5683559	25501372	10487394		
sp|O00182|LEG9_HUMAN	O00182	LEG9_HUMAN	LGALS9	355	16.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Galectin-9 	1.0000	0.9990	5	7	4	7	6	1	0	3	1	0	6	1	0	9742931	1749957	     0	8406113	1749957	     0	9742931	1749957	     0		
sp|O00267|SPT5H_HUMAN	O00267	SPT5H_HUMAN	SUPT5H	1087	6.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcription elongation factor SPT5 	1.0000	0.9990	5	8	8	8	5	0	3	5	0	3	5	0	3	46598716	     0	22359483	46598716	     0	12250591	46598716	     0	22359483		
sp|O00305|CACB4_HUMAN	O00305	CACB4_HUMAN	CACNB4	520	8.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Voltage-dependent L-type calcium channel subunit beta-4 	1.0000	0.9990	5	6	4	6	1	4	1	1	3	0	1	4	1	9711845	9614333	817272	9711845	9614333	     0	9711845	9614333	817272		
sp|Q02641|CACB1_HUMAN	Q02641	CACB1_HUMAN	CACNB1	598	10.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Voltage-dependent L-type calcium channel subunit beta-1 	1.0000	0.9990	4	2	2	4	0	2	0	0	2	0	0	3	1	     0	1492405	     0	     0	1492405	     0	     0	1925915	817272		
sp|O00425|IF2B3_HUMAN	O00425	IF2B3_HUMAN	IGF2BP3	579	20.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Insulin-like growth factor 2 mRNA-binding protein 3 	1.0000	0.9990	10	13	9	13	10	2	1	8	1	0	10	2	1	22081185	916056	1785438	20138764	     0	     0	22081185	916056	1785438		
sp|Q9Y6M1|IF2B2_HUMAN	Q9Y6M1	IF2B2_HUMAN	IGF2BP2	599	8.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Insulin-like growth factor 2 mRNA-binding protein 2 	1.0000	0.9990	5	4	4	7	0	2	2	0	2	2	1	3	3	     0	1530934	4139392	     0	1530934	4139392	5368762	2446990	5924830		
sp|O00478|BT3A3_HUMAN	O00478	BT3A3_HUMAN	BTN3A3	584	17.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Butyrophilin subfamily 3 member A3 	1.0000	0.9990	7	13	7	13	5	4	4	2	2	3	5	4	4	24923614	22781397	18519457	1527230	1928876	17975989	24923614	22781397	18519457		
sp|P78410|BT3A2_HUMAN	P78410	BT3A2_HUMAN	BTN3A2	334	12.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Butyrophilin subfamily 3 member A2 	0.9994	0.9990	4	3	3	9	1	1	1	1	1	1	4	3	2	639975	1154981	1439651	639975	1154981	1439651	24923614	22915966	2847137		
sp|O00560|SDCB1_HUMAN	O00560	SDCB1_HUMAN	SDCBP	298	38.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Syntenin-1 	1.0000	0.9990	8	14	10	14	8	2	4	7	1	2	8	2	4	34914095	8592073	11642102	14161094	2977405	4722669	34914095	8592073	11642102		
sp|O15523|DDX3Y_HUMAN	O15523	DDX3Y_HUMAN	DDX3Y	660	29.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX3Y 	1.0000	0.9990	20	2	2	47	1	1	0	1	1	0	23	13	11	1867388	     0	     0	1867388	     0	     0	56369222	26519886	41025217		
sp|O00571|DDX3X_HUMAN	O00571	DDX3X_HUMAN	DDX3X	662	47.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX3X 	1.0000	0.9990	29	51	16	61	30	12	9	11	3	2	33	15	13	50103108	18062908	35194432	29889802	6625716	6196696	64845366	26519886	41025217		
sp|O14791|APOL1_HUMAN	O14791	APOL1_HUMAN	APOL1	398	34.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Apolipoprotein L1 	1.0000	0.9990	12	25	23	25	11	9	5	10	8	5	11	9	5	47458350	21784099	36157536	47458350	21784099	36157536	47458350	21784099	36157536		
sp|O14818|PSA7_HUMAN	O14818	PSA7_HUMAN	PSMA7	248	62.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proteasome subunit alpha type-7 	1.0000	0.9990	15	55	28	55	17	19	19	11	9	8	17	19	19	76868589	43458152	716070672	76868589	39984416	716070672	76868589	43458152	716070672		
