Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	mix_1 Spectral Count	mix_2 Spectral Count	mix_3 Spectral Count	mix_1 Unique Spectral Count	mix_2 Unique Spectral Count	mix_3 Unique Spectral Count	mix_1 Total Spectral Count	mix_2 Total Spectral Count	mix_3 Total Spectral Count	mix_1 Intensity	mix_2 Intensity	mix_3 Intensity	mix_1 Unique Intensity	mix_2 Unique Intensity	mix_3 Unique Intensity	mix_1 Total Intensity	mix_2 Total Intensity	mix_3 Total Intensity	Indistinguishable Proteins
sp|Q9HAR2|AGRL3_HUMAN	Q9HAR2	AGRL3_HUMAN	ADGRL3	1447	6.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Adhesion G protein-coupled receptor L3 	1.0000	0.9990	7	12	12	12	4	6	2	4	6	2	4	6	2	4523455	5341266	1803912	4523455	5341266	1803912	4523455	5341266	1803912		
sp|Q9HAS0|NJMU_HUMAN	Q9HAS0	NJMU_HUMAN	C17orf75	396	6.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein Njmu-R1 	1.0000	0.9990	2	3	3	3	3	0	0	3	0	0	3	0	0	1239896	     0	     0	1239896	     0	     0	1239896	     0	     0		
sp|Q9HAT2|SIAE_HUMAN	Q9HAT2	SIAE_HUMAN	SIAE	523	13.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sialate O-acetylesterase 	1.0000	0.9990	7	15	15	15	7	4	4	7	4	4	7	4	4	31686130	6122075	8317086	31686130	6122075	8317086	31686130	6122075	8317086		
sp|Q9HAU0|PKHA5_HUMAN	Q9HAU0	PKHA5_HUMAN	PLEKHA5	1116	10.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pleckstrin homology domain-containing family A member 5 	1.0000	0.9990	10	12	12	12	7	4	1	7	4	1	7	4	1	10825682	3927633	619934	10825682	3927633	619934	10825682	3927633	619934		
sp|Q9HAV0|GBB4_HUMAN	Q9HAV0	GBB4_HUMAN	GNB4	340	58.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Guanine nucleotide-binding protein subunit beta-4 	1.0000	0.9990	13	14	14	90	9	3	2	9	3	2	22	40	28	45959991	34060691	3423051	45959991	34060691	3423051	495671156	339494672	206390384		
sp|Q9HAV4|XPO5_HUMAN	Q9HAV4	XPO5_HUMAN	XPO5	1204	4.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Exportin-5 	1.0000	0.9990	7	7	7	7	4	0	3	4	0	3	4	0	3	7833162	     0	4000547	7833162	     0	4000547	7833162	     0	4000547		
sp|Q9HAV7|GRPE1_HUMAN	Q9HAV7	GRPE1_HUMAN	GRPEL1	217	34.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	GrpE protein homolog 1, mitochondrial 	1.0000	0.9990	8	17	17	17	8	5	4	8	5	4	8	5	4	16426968	8735659	31819902	16426968	8735659	31819902	16426968	8735659	31819902		
sp|Q9HB07|MYG1_HUMAN	Q9HB07	MYG1_HUMAN	MYG1	376	24.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	MYG1 exonuclease 	1.0000	0.9990	7	15	15	15	9	5	1	9	5	1	9	5	1	12209518	4777011	1350379	12209518	4777011	1350379	12209518	4777011	1350379		
sp|Q9HB19|PKHA2_HUMAN	Q9HB19	PKHA2_HUMAN	PLEKHA2	425	7.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pleckstrin homology domain-containing family A member 2 	1.0000	0.9990	3	3	3	3	3	0	0	3	0	0	3	0	0	4630895	     0	     0	4630895	     0	     0	4630895	     0	     0		
sp|Q9HB40|RISC_HUMAN	Q9HB40	RISC_HUMAN	SCPEP1	452	19.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Retinoid-inducible serine carboxypeptidase 	1.0000	0.9990	7	12	12	12	3	3	6	3	3	6	3	3	6	7945614	12930792	125662822	7945614	12930792	125662822	7945614	12930792	125662822		
sp|Q9HB71|CYBP_HUMAN	Q9HB71	CYBP_HUMAN	CACYBP	228	44.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calcyclin-binding protein 	1.0000	0.9990	11	34	34	34	14	15	5	14	15	5	14	15	5	81425561	66145000	36831828	81425561	66145000	36831828	81425561	66145000	36831828		
sp|Q9HBH5|RDH14_HUMAN	Q9HBH5	RDH14_HUMAN	RDH14	336	11.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Retinol dehydrogenase 14 	1.0000	0.9990	4	6	6	6	3	1	2	3	1	2	3	1	2	6473515	8497901	4352352	6473515	8497901	4352352	6473515	8497901	4352352		
sp|Q9HBL7|PLRKT_HUMAN	Q9HBL7	PLRKT_HUMAN	PLGRKT	147	27.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Plasminogen receptor (KT) 	1.0000	0.9990	4	7	7	7	2	2	3	2	2	3	2	2	3	4802738	2874807	11400775	4802738	2874807	11400775	4802738	2874807	11400775		
sp|Q9HBL8|NMRL1_HUMAN	Q9HBL8	NMRL1_HUMAN	NMRAL1	299	14.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	NmrA-like family domain-containing protein 1 	1.0000	0.9990	5	7	7	7	4	2	1	4	2	1	4	2	1	16219828	7040253	2668280	16219828	7040253	2668280	16219828	7040253	2668280		
sp|Q9HC35|EMAL4_HUMAN	Q9HC35	EMAL4_HUMAN	EML4	981	14.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Echinoderm microtubule-associated protein-like 4 	1.0000	0.9990	13	18	18	18	7	5	6	7	5	6	7	5	6	9738782	8960084	26792562	9738782	8960084	26792562	9738782	8960084	26792562		
sp|Q9HC38|GLOD4_HUMAN	Q9HC38	GLOD4_HUMAN	GLOD4	313	48.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glyoxalase domain-containing protein 4 	1.0000	0.9990	16	71	71	71	23	28	20	23	28	20	23	28	20	210282262	109267648	209665072	210282262	109267648	209665072	210282262	109267648	209665072		
sp|Q9HC56|PCDH9_HUMAN	Q9HC56	PCDH9_HUMAN	PCDH9	1237	10.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protocadherin-9 	1.0000	0.9990	10	17	17	17	8	7	2	8	7	2	8	7	2	10960961	9064742	6565828	10960961	9064742	6565828	10960961	9064742	6565828		
sp|Q9HCC0|MCCB_HUMAN	Q9HCC0	MCCB_HUMAN	MCCC2	563	21.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial 	1.0000	0.9990	10	22	22	22	11	8	3	11	8	3	11	8	3	26361928	11475370	7681823	26361928	11475370	7681823	26361928	11475370	7681823		
sp|Q9HCD5|NCOA5_HUMAN	Q9HCD5	NCOA5_HUMAN	NCOA5	579	7.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nuclear receptor coactivator 5 	1.0000	0.9990	4	6	6	6	4	1	1	4	1	1	4	1	1	5282888	1334482	     0	5282888	1334482	     0	5282888	1334482	     0		
sp|Q9HCJ6|VAT1L_HUMAN	Q9HCJ6	VAT1L_HUMAN	VAT1L	419	34.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Synaptic vesicle membrane protein VAT-1 homolog-like 	1.0000	0.9990	14	39	39	39	11	15	13	11	15	13	11	15	13	15728093	57772180	42613326	15728093	57772180	42613326	15728093	57772180	42613326		
sp|Q9HCM2|PLXA4_HUMAN	Q9HCM2	PLXA4_HUMAN	PLXNA4	1894	11.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Plexin-A4 	1.0000	0.9990	20	28	19	28	11	15	2	9	9	1	11	15	2	10945162	14786563	5333618	6226442	8871770	2332282	10945162	14786563	5333618		
sp|Q9HCM4|E41L5_HUMAN	Q9HCM4	E41L5_HUMAN	EPB41L5	733	13.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Band 4.1-like protein 5 	1.0000	0.9990	5	5	5	5	5	0	0	5	0	0	5	0	0	2731563	     0	     0	2731563	     0	     0	2731563	     0	     0		
sp|Q9HCN8|SDF2L_HUMAN	Q9HCN8	SDF2L_HUMAN	SDF2L1	221	32.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Stromal cell-derived factor 2-like protein 1 	1.0000	0.9990	5	9	9	9	4	2	3	4	2	3	4	2	3	14973850	2593511	12858663	14973850	2593511	12858663	14973850	2593511	12858663		
sp|Q9HCU4|CELR2_HUMAN	Q9HCU4	CELR2_HUMAN	CELSR2	2923	2.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cadherin EGF LAG seven-pass G-type receptor 2 	1.0000	0.9989	6	8	8	8	5	1	2	5	1	2	5	1	2	8089955	     0	2425526	8089955	     0	2425526	8089955	     0	2425526		
sp|Q9HCU5|PREB_HUMAN	Q9HCU5	PREB_HUMAN	PREB	417	16.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Prolactin regulatory element-binding protein 	1.0000	0.9990	5	8	8	8	3	4	1	3	4	1	3	4	1	10208311	8031201	3173470	10208311	8031201	3173470	10208311	8031201	3173470		
sp|Q9HD15|SRA1_HUMAN	Q9HD15	SRA1_HUMAN	SRA1	236	21.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Steroid receptor RNA activator 1 	1.0000	0.9990	4	8	8	8	3	3	2	3	3	2	3	3	2	8044130	5023496	6642556	8044130	5023496	6642556	8044130	5023496	6642556		
sp|Q9HD20|AT131_HUMAN	Q9HD20	AT131_HUMAN	ATP13A1	1204	11.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Endoplasmic reticulum transmembrane helix translocase 	1.0000	0.9990	11	16	16	16	10	2	4	10	2	4	10	2	4	12666358	2591140	7208201	12666358	2591140	7208201	12666358	2591140	7208201		
sp|Q9HD40|SPCS_HUMAN	Q9HD40	SPCS_HUMAN	SEPSECS	501	7.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	O-phosphoseryl-tRNA(Sec) selenium transferase 	1.0000	0.9987	3	7	7	7	3	2	2	3	2	2	3	2	2	5886187	6156839	3187002	5886187	6156839	3187002	5886187	6156839	3187002		
sp|Q9HD42|CHM1A_HUMAN	Q9HD42	CHM1A_HUMAN	CHMP1A	196	25.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Charged multivesicular body protein 1a 	1.0000	0.9990	6	10	10	10	4	3	3	4	3	3	4	3	3	24464438	23325714	34249359	24464438	23325714	34249359	24464438	23325714	34249359		
sp|Q9HD89|RETN_HUMAN	Q9HD89	RETN_HUMAN	RETN	108	40.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Resistin 	1.0000	0.9990	3	4	4	4	4	0	0	4	0	0	4	0	0	8628117	     0	     0	8628117	     0	     0	8628117	     0	     0		
sp|Q9HDC9|APMAP_HUMAN	Q9HDC9	APMAP_HUMAN	APMAP	416	55.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Adipocyte plasma membrane-associated protein 	1.0000	0.9990	21	66	66	66	24	19	23	24	19	23	24	19	23	94316498	51484587	74777357	94316498	51484587	74777357	94316498	51484587	74777357		
sp|Q9NNW7|TRXR2_HUMAN	Q9NNW7	TRXR2_HUMAN	TXNRD2	524	6.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thioredoxin reductase 2, mitochondrial 	1.0000	0.9990	3	4	4	6	2	1	1	2	1	1	4	1	1	7607842	2879348	1606716	7607842	2879348	1606716	11066210	2879348	1606716		
sp|Q9NP61|ARFG3_HUMAN	Q9NP61	ARFG3_HUMAN	ARFGAP3	516	7.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	ADP-ribosylation factor GTPase-activating protein 3 	1.0000	0.9990	5	12	12	12	6	3	3	6	3	3	6	3	3	18936498	2334606	14735116	18936498	2334606	14735116	18936498	2334606	14735116		
sp|Q9NP66|HM20A_HUMAN	Q9NP66	HM20A_HUMAN	HMG20A	347	16.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	High mobility group protein 20A 	1.0000	0.9990	3	3	3	3	2	1	0	2	1	0	2	1	0	1908684	872677	     0	1908684	872677	     0	1908684	872677	     0		
sp|Q9NP72|RAB18_HUMAN	Q9NP72	RAB18_HUMAN	RAB18	206	65.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related protein Rab-18 	1.0000	0.9990	11	36	36	36	16	13	7	16	13	7	16	13	7	48634426	28861114	21441195	48634426	28861114	21441195	48634426	28861114	21441195		
sp|Q9NP74|PALMD_HUMAN	Q9NP74	PALMD_HUMAN	PALMD	551	10.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Palmdelphin 	1.0000	0.9990	4	4	4	4	3	0	1	3	0	1	3	0	1	1413602	     0	1278148	1413602	     0	1278148	1413602	     0	1278148		
sp|Q9NP77|SSU72_HUMAN	Q9NP77	SSU72_HUMAN	SSU72	194	15.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 	1.0000	0.9990	3	3	3	3	3	0	0	3	0	0	3	0	0	4812167	     0	     0	4812167	     0	     0	4812167	     0	     0		
sp|Q9NP79|VTA1_HUMAN	Q9NP79	VTA1_HUMAN	VTA1	307	28.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein VTA1 homolog 	1.0000	0.9990	8	16	16	16	9	5	2	9	5	2	9	5	2	11406914	10071542	18267205	11406914	10071542	18267205	11406914	10071542	18267205		
sp|Q9NP81|SYSM_HUMAN	Q9NP81	SYSM_HUMAN	SARS2	518	20.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine--tRNA ligase, mitochondrial 	1.0000	0.9990	8	10	10	10	3	7	0	3	7	0	3	7	0	5932984	10299561	     0	5932984	10299561	     0	5932984	10299561	     0		
sp|Q9NPA8|ENY2_HUMAN	Q9NPA8	ENY2_HUMAN	ENY2	101	36.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcription and mRNA export factor ENY2 	1.0000	0.9990	4	7	7	7	3	1	3	3	1	3	3	1	3	12383272	1226864	14537501	12383272	1226864	14537501	12383272	1226864	14537501		
sp|Q9NPF4|OSGEP_HUMAN	Q9NPF4	OSGEP_HUMAN	OSGEP	335	12.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable tRNA N6-adenosine threonylcarbamoyltransferase 	1.0000	0.9990	4	5	5	5	2	1	2	2	1	2	2	1	2	6583834	2036998	5284228	6583834	2036998	5284228	6583834	2036998	5284228		
sp|Q9NPH2|INO1_HUMAN	Q9NPH2	INO1_HUMAN	ISYNA1	558	9.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Inositol-3-phosphate synthase 1 	1.0000	0.9990	6	9	9	9	3	2	4	3	2	4	3	2	4	8898006	5482661	18917928	8898006	5482661	18917928	8898006	5482661	18917928		
sp|Q9NPH3|IL1AP_HUMAN	Q9NPH3	IL1AP_HUMAN	IL1RAP	570	14.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Interleukin-1 receptor accessory protein 	1.0000	0.9990	8	14	14	14	11	2	1	11	2	1	11	2	1	7056096	3250323	3010924	7056096	3250323	3010924	7056096	3250323	3010924		
sp|Q9NPJ3|ACO13_HUMAN	Q9NPJ3	ACO13_HUMAN	ACOT13	140	25.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Acyl-coenzyme A thioesterase 13 	1.0000	0.9990	3	11	11	11	3	6	2	3	6	2	3	6	2	10832568	11844378	4681937	10832568	11844378	4681937	10832568	11844378	4681937		
sp|Q9NPY3|C1QR1_HUMAN	Q9NPY3	C1QR1_HUMAN	CD93	652	12.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Complement component C1q receptor 	1.0000	0.9990	5	5	5	12	5	0	0	5	0	0	6	3	3	2955495	     0	     0	2955495	     0	     0	36120231	18619032	11750213		
sp|Q9NQ29|LUC7L_HUMAN	Q9NQ29	LUC7L_HUMAN	LUC7L	371	15.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Putative RNA-binding protein Luc7-like 1 	1.0000	0.9990	6	4	4	10	3	0	1	3	0	1	4	1	5	6846283	     0	1221490	6846283	     0	1221490	24622943	618350	40081970		
sp|Q9NQ48|LZTL1_HUMAN	Q9NQ48	LZTL1_HUMAN	LZTFL1	299	40.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Leucine zipper transcription factor-like protein 1 	1.0000	0.9990	11	16	16	16	11	5	0	11	5	0	11	5	0	22697708	7032864	     0	22697708	7032864	     0	22697708	7032864	     0		
sp|Q9NQ66|PLCB1_HUMAN	Q9NQ66	PLCB1_HUMAN	PLCB1	1216	27.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1 	1.0000	0.9990	28	50	50	50	21	25	4	21	25	4	21	25	4	23090366	40081538	16308193	23090366	40081538	16308193	23090366	40081538	16308193		
sp|Q9NQ79|CRAC1_HUMAN	Q9NQ79	CRAC1_HUMAN	CRTAC1	661	3.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cartilage acidic protein 1 	1.0000	0.9990	3	3	3	3	1	2	0	1	2	0	1	2	0	865283	6174746	     0	865283	6174746	     0	865283	6174746	     0		
sp|Q9NQ88|TIGAR_HUMAN	Q9NQ88	TIGAR_HUMAN	TIGAR	270	48.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Fructose-2,6-bisphosphatase TIGAR 	1.0000	0.9990	10	14	14	14	13	1	0	13	1	0	13	1	0	43639554	696246	     0	43639554	696246	     0	43639554	696246	     0		
sp|Q9NQC3|RTN4_HUMAN	Q9NQC3	RTN4_HUMAN	RTN4	1192	63.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Reticulon-4 	1.0000	0.9990	54	257	257	257	97	89	71	97	89	71	97	89	71	245683588	424076536	546190304	245683588	424076536	546190304	245683588	424076536	546190304		
sp|Q9NQE9|HINT3_HUMAN	Q9NQE9	HINT3_HUMAN	HINT3	182	57.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histidine triad nucleotide-binding protein 3 	1.0000	0.9990	8	10	10	10	8	2	0	8	2	0	8	2	0	22606166	1752597	     0	22606166	1752597	     0	22606166	1752597	     0		
sp|Q9NQG5|RPR1B_HUMAN	Q9NQG5	RPR1B_HUMAN	RPRD1B	326	23.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Regulation of nuclear pre-mRNA domain-containing protein 1B 	1.0000	0.9990	6	9	9	9	6	1	2	6	1	2	6	1	2	6650301	788435	6669579	6650301	788435	6669579	6650301	788435	6669579		
sp|Q9NQP4|PFD4_HUMAN	Q9NQP4	PFD4_HUMAN	PFDN4	134	38.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Prefoldin subunit 4 	1.0000	0.9990	5	20	20	20	7	6	7	7	6	7	7	6	7	21627830	10085298	12516767	21627830	10085298	12516767	21627830	10085298	12516767		
sp|Q9NQR4|NIT2_HUMAN	Q9NQR4	NIT2_HUMAN	NIT2	276	47.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Omega-amidase NIT2 	1.0000	0.9990	13	29	29	29	14	9	6	14	9	6	14	9	6	37807301	25191016	22310006	37807301	25191016	22310006	37807301	25191016	22310006		
sp|Q9NQW6|ANLN_HUMAN	Q9NQW6	ANLN_HUMAN	ANLN	1124	13.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Anillin 	1.0000	0.9990	18	35	35	35	20	12	3	20	12	3	20	12	3	64431933	67738406	30799318	64431933	67738406	30799318	64431933	67738406	30799318		
sp|Q9NQX3|GEPH_HUMAN	Q9NQX3	GEPH_HUMAN	GPHN	736	16.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Gephyrin 	1.0000	0.9990	11	21	21	21	9	8	4	9	8	4	9	8	4	25362407	8223996	2780015	25362407	8223996	2780015	25362407	8223996	2780015		
sp|Q9NQX5|NPDC1_HUMAN	Q9NQX5	NPDC1_HUMAN	NPDC1	325	8.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neural proliferation differentiation and control protein 1 	1.0000	0.9990	3	5	5	5	1	4	0	1	4	0	1	4	0	652485	13925160	     0	652485	13925160	     0	652485	13925160	     0		
sp|Q9NQX7|ITM2C_HUMAN	Q9NQX7	ITM2C_HUMAN	ITM2C	267	24.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Integral membrane protein 2C 	1.0000	0.9990	5	10	10	10	6	3	1	6	3	1	6	3	1	11413539	6883570	697508	11413539	6883570	697508	11413539	6883570	697508		
sp|Q9NR19|ACSA_HUMAN	Q9NR19	ACSA_HUMAN	ACSS2	701	8.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Acetyl-coenzyme A synthetase, cytoplasmic 	1.0000	0.9990	6	11	11	11	5	3	3	5	3	3	5	3	3	5047128	15996657	10967473	5047128	15996657	10967473	5047128	15996657	10967473		
sp|Q9NR28|DBLOH_HUMAN	Q9NR28	DBLOH_HUMAN	DIABLO	239	13.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Diablo homolog, mitochondrial 	1.0000	0.9990	3	5	5	5	2	2	1	2	2	1	2	2	1	9027770	27195110	     0	9027770	27195110	     0	9027770	27195110	     0		
sp|Q9NR30|DDX21_HUMAN	Q9NR30	DDX21_HUMAN	DDX21	783	5.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleolar RNA helicase 2 	1.0000	0.9990	4	4	4	4	4	0	0	4	0	0	4	0	0	2906831	     0	     0	2906831	     0	     0	2906831	     0	     0		
sp|Q9NR31|SAR1A_HUMAN	Q9NR31	SAR1A_HUMAN	SAR1A	198	52.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	GTP-binding protein SAR1a 	1.0000	0.9990	10	41	22	41	10	13	18	7	9	6	10	13	18	46629637	58936732	51025034	25191395	30291308	19476537	46629637	58936732	51025034		
sp|Q9NR45|SIAS_HUMAN	Q9NR45	SIAS_HUMAN	NANS	359	29.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sialic acid synthase 	1.0000	0.9990	11	24	24	24	12	6	6	12	6	6	12	6	6	37476199	6155813	27441617	37476199	6155813	27441617	37476199	6155813	27441617		
sp|Q9NR46|SHLB2_HUMAN	Q9NR46	SHLB2_HUMAN	SH3GLB2	395	40.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Endophilin-B2 	1.0000	0.9990	17	43	40	43	15	24	4	14	22	4	15	24	4	40593299	136857504	36108696	34023567	120804028	36108696	40593299	136857504	36108696		
sp|Q9NR50|EI2BG_HUMAN	Q9NR50	EI2BG_HUMAN	EIF2B3	452	12.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Translation initiation factor eIF-2B subunit gamma 	1.0000	0.9990	4	5	5	5	3	1	1	3	1	1	3	1	1	4700915	1812953	3533664	4700915	1812953	3533664	4700915	1812953	3533664		
sp|Q9NRD1|FBX6_HUMAN	Q9NRD1	FBX6_HUMAN	FBXO6	293	7.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	F-box only protein 6 	1.0000	0.9990	2	3	3	3	1	1	1	1	1	1	1	1	1	1605343	564863	271690	1605343	564863	271690	1605343	564863	271690		
sp|Q9NRF8|PYRG2_HUMAN	Q9NRF8	PYRG2_HUMAN	CTPS2	586	6.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	CTP synthase 2 	1.0000	0.9989	4	8	8	9	3	2	3	3	2	3	4	2	3	13316663	2019701	9572780	13316663	2019701	9572780	24905881	2019701	9572780		
sp|Q9NRL3|STRN4_HUMAN	Q9NRL3	STRN4_HUMAN	STRN4	753	10.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Striatin-4 	1.0000	0.9990	7	7	7	8	3	3	1	3	3	1	4	3	1	4669524	1984078	1362423	4669524	1984078	1362423	7650490	1984078	1362423		
sp|Q9NRN7|ADPPT_HUMAN	Q9NRN7	ADPPT_HUMAN	AASDHPPT	309	31.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase 	1.0000	0.9990	9	17	17	17	7	7	3	7	7	3	7	7	3	21535104	36909730	12866240	21535104	36909730	12866240	21535104	36909730	12866240		
sp|Q9NRP0|OSTC_HUMAN	Q9NRP0	OSTC_HUMAN	OSTC	149	12.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Oligosaccharyltransferase complex subunit 	1.0000	0.9990	2	7	7	7	2	1	4	2	1	4	2	1	4	10092993	8216716	2583559	10092993	8216716	2583559	10092993	8216716	2583559		
sp|Q9NRQ2|PLS4_HUMAN	Q9NRQ2	PLS4_HUMAN	PLSCR4	329	8.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phospholipid scramblase 4 	1.0000	0.9990	3	5	5	5	5	0	0	5	0	0	5	0	0	10669452	     0	     0	10669452	     0	     0	10669452	     0	     0		
sp|Q9NRV9|HEBP1_HUMAN	Q9NRV9	HEBP1_HUMAN	HEBP1	189	81.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heme-binding protein 1 	1.0000	0.9990	11	31	31	31	12	10	9	12	10	9	12	10	9	58917354	47557734	45640152	58917354	47557734	45640152	58917354	47557734	45640152		
sp|Q9NRW1|RAB6B_HUMAN	Q9NRW1	RAB6B_HUMAN	RAB6B	208	52.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related protein Rab-6B 	1.0000	0.9990	10	22	22	54	8	10	4	8	10	4	16	23	15	44220486	44569156	38474490	44220486	44569156	38474490	51653095	130000096	72891838		
sp|Q9NRW7|VPS45_HUMAN	Q9NRW7	VPS45_HUMAN	VPS45	570	17.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 45 	1.0000	0.9990	9	14	14	14	4	8	2	4	8	2	4	8	2	10437250	7581281	3930239	10437250	7581281	3930239	10437250	7581281	3930239		
sp|Q9NRX2|RM17_HUMAN	Q9NRX2	RM17_HUMAN	MRPL17	175	17.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	39S ribosomal protein L17, mitochondrial 	1.0000	0.9990	4	7	7	7	2	2	3	2	2	3	2	2	3	8840099	5207409	4865492	8840099	5207409	4865492	8840099	5207409	4865492		
sp|Q9NRX4|PHP14_HUMAN	Q9NRX4	PHP14_HUMAN	PHPT1	125	40.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	14 kDa phosphohistidine phosphatase 	1.0000	0.9990	8	60	60	60	16	21	23	16	21	23	16	21	23	308527072	150710842	182909318	308527072	150710842	182909318	308527072	150710842	182909318		
sp|Q9NRX5|SERC1_HUMAN	Q9NRX5	SERC1_HUMAN	SERINC1	453	7.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine incorporator 1 	1.0000	0.9990	3	13	13	13	4	4	5	4	4	5	4	4	5	9905830	4212448	3828651	9905830	4212448	3828651	9905830	4212448	3828651		
sp|Q9NRY4|RHG35_HUMAN	Q9NRY4	RHG35_HUMAN	ARHGAP35	1499	7.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rho GTPase-activating protein 35 	1.0000	0.9990	12	17	17	17	9	6	2	9	6	2	9	6	2	8350369	3845233	5340842	8350369	3845233	5340842	8350369	3845233	5340842		
sp|Q9NRY5|F1142_HUMAN	Q9NRY5	F1142_HUMAN	FAM114A2	505	14.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein FAM114A2 	1.0000	0.9990	7	8	8	8	5	3	0	5	3	0	5	3	0	16246997	6101500	     0	16246997	6101500	     0	16246997	6101500	     0		
